Day,kurt_day_mean_min_magn,abs_mean_lastday_mean_magn,abs_mean_lastday_min_magn,energy_sstd_lastday_mean_magn,energy_sstd_lastday_max_min_magn,frequency_center_min_magn,frequency_center_lastday_min_magn,mean_square_frequency_min_magn,mean_square_frequency_lastday_mean_magn,mean_square_frequency_lastday_min_magn,mean_square_frequency_lastday_max_min_magn,frequency_entropy_max_min_magn,frequency_entropy_lastday_mean_magn,frequency_entropy_lastday_max_min_magn,level4d_energy_lastday_mean_magn,level5d_energy_lastday_max_min_magn,ulf_power_lastday_max_min_magn,ulf_kurt_lastday_min_magn,ulf_kurt_lastday_max_min_magn,ulf_energy_smax_lastday_mean_magn,ulf_energy_smax_lastday_max_min_magn,diff_1_lastday_max_min_magn,skew_lastday_max_sound,skew_lastday_min_sound,kurt_max_min_sound,kurt_lastday_max_min_sound,abs_max_max_min_sound,abs_mean_lastday_min_sound,s_zero_rate_max_lastday_mean_sound,power_10_15_day_mean_min_sound,power_35_40_lastday_mean_sound,mean_square_frequency_lastday_mean_sound,mean_square_frequency_lastday_min_sound,mean_square_frequency_lastday_max_min_sound,frequency_entropy_lastday_mean_sound,frequency_entropy_lastday_max_min_sound,level6a_energy_day_mean_min_sound,mean_lastday_max_min_sound,label_M,label_long,label_lati,area,flag,PC1,PC2,PC3,PC4,PC5
476,-1.45976379369213,-0.948821906966978,-2.78984054715795,0.175607515600405,0.820370052333333,54.589025,55.2954666666667,50.005675,52.5744615451389,50.0189666666667,41.8686333333333,3.69022,6.61039302951389,2.238385,89.6634042971065,1514.13332133333,0.0006309297799999,-0.594651,621.76592325,0.0001036259274594,0.01032647122,1.78466833333333,0.0303190333333333,-0.0363401999999999,6.3797228,1.1631266875,0.0392061,-0.0049886376906971,12.6443865740741,8.13900076809015e-07,3.66722701388889e-07,46.6476183159722,42.3778,9.340825,9.22582314236111,0.0368233333333343,0.0369215319157769,0.0977533333333329,0,-1,-1,0,train,-4.334396177919,-1.67588815712621,1.94303756310576,0.466923405499961,-1.1227725143654
483,-1.46169498714401,-1.4161627774573,-2.71949821382462,0.0604704155327669,0.460167597,53.13645,53.6074,46.0973,51.3202074029126,46.0973,17.8021333333333,3.70425,6.64492996763754,2.91325,78.8218536121359,2965.295414,0.0005002269133333,-0.5656255,466.85356375,4.66918754162581e-05,0.0012359760363333,2.23540469166667,0.08625609,-0.04964045,16.4433044,16.4151032,0.101097966666667,-0.0050312543573637,12.5299352750809,8.32419791956018e-07,2.81269050566343e-07,48.0392966828479,42.4137,12.615,9.23125178398058,0.0332241666666668,0.0353372768203883,0.102745,0,-1,-1,0,train,-4.39988365754228,-2.02985113969652,1.60836018702845,0.147707943019603,-1.14071935160298
490,-1.49241590856482,0.679820860453598,-0.591952413824617,0.248770231364829,0.520620466666667,53.7895666666667,54.16475,47.5173,50.083288648294,47.5173,3.0295,2.322045,6.38180170603675,1.86525166666667,215.820192388451,2706.66,0.0002278084999999,0.205692866666667,54.9987571333333,0.0001292237550524,0.0002749122666666,1.67392083333333,0.02544335,-0.03447885,16.4614995225,0.110624866666666,0.041456275,-0.0050194176906971,12.4232283464567,7.44786927631579e-07,2.71200927821522e-07,43.3639781496063,42.4676,1.80583333333334,9.21949018372704,0.0116733333333325,0.0364538640350877,0.0069116666666659,0,-1,-1,0,train,-5.22546362968945,-1.49309995806312,1.12418937600851,0.346381156853578,0.400595661765933
497,-1.52664788483796,-0.662567783616284,-2.53234991382462,0.117867508298611,0.537752045,53.5762,55.1948,48.983925,50.6536583622685,50.0236333333333,4.91786666666668,3.46803166666667,6.4848573900463,2.18328,93.0814802771991,1571.94835416667,0.00115626789,-0.050974,416.6926155,0.0001809553085416,0.0338237816508333,1.77919733333333,0.0343159333333333,-0.068530175,32.6292010333333,5.87161635833333,0.138512,-0.0050061918573637,13.1527777777778,7.87329834570957e-07,2.85001085069445e-07,46.9073672453704,41.71525,11.2309166666667,9.2272865943287,0.1275475,0.037141503761574,0.0687466666666662,0,-1,-1,0,train,-4.93987927397774,-1.97111881732259,1.58592814318818,0.534931046744494,-0.806473333081125
504,-1.51770401736111,-1.61608595462323,-2.41804608049128,0.0377965941090856,0.132046878666667,54.11375,56.0623666666667,49.87895,50.7382780671296,50.0215,2.95706666666666,2.73491166666667,6.52333743634259,1.41636333333333,24.9819719212963,319.792296666667,0.0001959349823333,-0.65971125,760.10686125,5.43485615555505e-05,0.0004708442886666,1.14851641666667,0.0541823333333333,-0.0379375,43.5254228733333,6.26592814333333,0.0986332333333334,-0.0050161843573638,13.5390625,8.28325037905093e-07,2.76883591145833e-07,47.5670313368056,42.4083666666667,99.6336583333334,9.22925954861111,0.112375833333331,0.0368328208043981,0.121493333333333,0,-1,-1,0,train,-4.89981498005921,-1.60769371644975,0.91698307815557,0.845464052377716,-0.819513678977642
511,-1.52061809693287,-1.44547330560702,-2.42337774715795,0.0463007127256944,0.164113326666667,55.0896333333333,55.1957333333333,50.0051,50.3302803819444,50.0051,1.710725,2.742615,6.4676762181713,2.43339,31.0396703559028,436.607116666667,0.0001985925366666,-0.357076,502.38157025,6.01825520089658e-05,0.0005546006879999,1.27583933333333,0.05174715,-0.05314335,11.8788986333333,2.05885116666667,0.0496616666666666,-0.0050042676906971,13.3093171296296,8.34070765625001e-07,2.79368592303241e-07,46.8526447337963,42.4462666666667,10.0068333333333,9.22805166956019,0.0410466666666664,0.037038273755787,0.126883333333334,0,-1,-1,0,train,-5.28141800787951,-2.03968581652141,1.32250031337644,0.622342571181081,-0.959884263071085
518,-1.54109677463312,-0.783476855086192,-2.50965174715795,0.114852161715856,0.61402491,54.3217,55.2867,49.7738,50.4977263599537,50.033,3.37063333333332,3.07680333333333,6.5511264380787,1.90375666666667,86.9532845428241,1552.15632666667,0.0012676462949999,-0.359894333333333,614.854389333333,0.000201966319199,0.0364496595450833,1.7355825,0.03949452,-0.0719536666666666,8.30068875,0.7588952,0.0682302333333333,-0.0050180843573637,13.900462962963,8.29931901467506e-07,3.13172399594907e-07,46.7186300636574,38.5166,16.9448333333333,9.22604369212963,0.146786666666666,0.033313009014675,0.0751400000000002,0,-1,-1,0,train,-4.89643070138847,-1.78593465748412,1.59587925676366,0.689906023467532,-0.736818750645603
525,-1.50477583994709,0.127582094855938,-2.42028741382462,0.17861981396412,1.67492668666667,53.6114,53.8418666666667,50.0082,52.2817080150463,50.02025,31.641775,3.77861333333333,6.59360972222222,3.77861333333333,294.916274438657,4563.4595825,5.08756935760767,-1.78810666666667,834.482582666667,0.371913996557549,8.81435404881,6.27625,0.203782666666667,-0.0452850666666666,24.4468535666667,22.0855129,0.0821281666666666,-0.0050121993573637,12.5500578703704,8.27900812210649e-07,2.78174557581019e-07,46.9904616030093,41.1422666666667,33.0262666666667,9.22798350983796,0.129715000000001,0.036931272511574,0.115253333333333,0,-1,-1,0,train,-2.02856655699029,-0.688092110836928,2.96076815979798,0.641600447839898,-0.891222099054899
532,-1.54824397048611,1.81970816574714,-2.53854016382462,0.272542333894676,5.05269905833333,53.5000333333333,54.4876333333333,47.0278666666667,51.5232837094907,50.0287666666667,4.41458333333334,4.464995,6.57162960069444,3.67175,420.239893967014,4128.5503275,0.0277703212083333,-0.234830666666667,587.715243916667,0.0032099203802603,0.0348226793866666,13.281647,0.0272746333333333,-0.039796775,23.2821112333333,0.251399460833333,0.0386408666666666,-0.0050004476906971,12.6724537037037,8.32356949942129e-07,2.85125241608796e-07,46.8291268229167,40.7000666666667,10.5886,9.22753158854167,0.0658966666666653,0.0370163947916666,0.0545708333333339,0,-1,-1,0,train,-2.54092077549984,-1.36513133860932,3.16421719649966,0.32158878574105,-0.974421196444262
539,-1.55387885127315,0.382032426684642,-2.73152051382462,0.272413744609375,5.78222446833333,53.3703,54.5324333333333,50.00035,52.0245550347222,50.0089,22.8986,4.0468025,6.6226516724537,2.64971,253.446602350984,4099.24105975,0.0271540098766666,-1.42344,481.708533,0.0011329399689525,0.0165619480166666,5.37277508333333,0.04267945,-0.03809075,87.0157116925,0.6118489,0.0556401749999999,-0.0050114710240304,12.9861111111111,8.40329790219907e-07,2.87915277777778e-07,46.9008527488426,41.9538,13.7007,9.228175390625,0.0773575000000015,0.0374793147858796,0.12057,0,-1,-1,0,train,-2.92834812914968,-1.23867143669002,2.85813862367286,0.64675207257172,-1.17958946384049
546,-1.55333824652778,1.73759743484436,-2.58137191382462,0.248494865940393,4.75819246,54.2312666666667,56.6218333333333,50.0159333333333,51.7296267361111,50.0492,4.58234999999999,3.398815,6.55619087962963,1.41742333333333,414.665708716435,4159.76127,0.0130590175766666,-0.244041,412.853147666667,0.001398720296276,0.0103085503258333,15.6543235,0.03884665,-0.0433239,11.3542271666667,0.6539927375,0.0418378,-0.0049947676906971,12.767650462963,8.21668504683698e-07,2.86377698206019e-07,46.7827111689815,42.66,8.52873333333333,9.227856328125,0.0304566666666641,0.0367657886618004,0.0701133333333334,0,-1,-1,0,train,-3.38767206017085,-1.06860812430515,3.13764900589805,1.21482166891431,-0.604973219154835
553,-1.54850940075232,0.120363477379086,-2.50391541382462,0.233283623561921,1.03924006333333,53.9619,54.1545333333333,50.0158,50.3824336516204,50.0198666666667,2.47850833333334,2.98865833333333,6.461656015625,1.70964166666667,168.054000625868,2358.23088833333,0.000355318215,0.229224666666667,630.662308666667,0.0001455070744212,0.006051055105,4.41480025,0.0274818,-0.0495434533333333,5.12105866666667,2.2799175,0.0392576833333334,-0.0049878043573637,13.275462962963,8.44453055266203e-07,2.90504955150463e-07,46.9322943865741,42.5192333333333,10.0869,9.22829962673611,0.0473399999999983,0.0374340015046296,0.0980450000000003,0,-1,-1,0,train,-4.81241003319768,-1.78217302462149,2.04069493511549,0.692628585052435,-0.7089948553602
560,-1.49368261915509,-0.150119203755173,-2.52323374715795,0.205906673666088,0.777290665,54.1967333333333,54.6481,50.0086,50.3877671296296,50.0280333333333,2.80686666666667,2.5216,6.48121880497685,1.91527666666667,133.023857488426,1598.87232,0.00033192957,0.0500109666666666,659.897767366667,0.0001037600910445,0.004102457345,3.41013775,0.120628,-0.0983890666666666,10.0335455666667,10.0144837166667,0.0560092666666666,-0.0049757076906971,15.1903935185185,8.41022660011574e-07,3.07023316261574e-07,47.0969355613426,41.3375,41.1233,9.22610973090278,0.118466666666668,0.0374920216724536,0.0658566666666664,0,-1,-1,0,train,-4.74321774252165,-1.62109384149099,1.75310229131076,0.784387263867412,-0.691553199493007
567,-1.48310609461806,1.1149665271476,-1.13356908049128,0.344847506655093,0.777722466666667,53.7935,54.5258666666667,50.0076,50.2839439236111,50.03055,1.26335,2.81861,6.44137594328704,1.74763333333333,244.987450983796,1912.84066666667,7.85516666667e-05,0.237299333333333,158.298437333333,0.0001418305603587,0.0002343135333333,2.64868166666667,0.0267181533333333,-0.032493,108.010248433333,0.65615855,0.0647707333333333,-0.0049861910240304,13.3888888888889,8.45193788483797e-07,2.87319002314815e-07,43.6824217013889,41.1867,3.42736666666666,9.21992435185185,0.0380750000000009,0.0376740781068524,0.0002824999999999,0,-1,-1,0,train,-4.8630894194016,-1.35964321532024,1.63958952178692,0.557677068721687,0.165881184878451
574,-1.48435950231481,1.35520424705501,-0.523175747157951,0.329196628298611,0.7747926,53.26125,55.2745,50.0111666666667,50.2134746527778,50.0216333333333,0.847966666666679,2.602515,6.38427652199074,1.69489333333333,261.612356365741,1661.81866666667,0.0004996899999999,0.202184566666667,795.1364441,0.0002492841154513,0.016250380475,2.28577916666667,0.0289262333333333,-0.0376307666666666,2.96351426666667,0.301373333333333,0.0221833666666667,-0.0049899176906971,13.4612268518519,8.25471019230769e-07,2.88911884259259e-07,43.6740632523148,40.3372,4.63189999999999,9.21993363425926,0.0437066666666687,0.0391796744623655,0.0003275,0,-1,-1,0,train,-4.88071465477506,-1.2646453912262,1.42703921534076,0.270112720552783,0.286508913640815
581,-1.51256283730159,0.269884969277234,-1.91602074715795,0.284110009780093,0.6026551,54.3512333333333,56.253,50.0055666666667,50.6423564236111,50.0294,4.72986666666667,2.52676833333333,6.44124578703704,1.4454225,155.325195486111,1558.68576666667,0.0001517329999999,0.348883333333333,554.365949666667,0.000166089049537,0.0022352879333332,2.28809583333333,0.030052,-0.0402455333333333,1.02915212,1.01121558333333,0.0125120333333332,-0.0049557110240304,14.328125,8.44613720486111e-07,3.02780960648148e-07,43.5849170717593,41.6246666666667,2.91336666666668,9.21987334490741,0.031486666666666,0.0412155965167548,0.0004333333333339,0,-1,-1,0,train,-5.2313076670621,-1.59579311218555,1.79468925221268,0.763701195332335,-0.274219350024266
588,-1.47632993055556,1.00274532769235,-2.58597541382462,0.492639335548902,7.24789247666667,54.85265,55.2622333333333,50.019,51.3078537924152,50.023275,20.467425,3.52019333333333,6.62928055888224,3.51438666666667,289.313180728543,3151.30476,0.31138465199,0.333336666666667,161.097813333333,0.0476106323845209,2.56428830032667,4.16447083333333,0.0568222866666666,-0.0478670999999999,29.8246621416667,0.643471066666667,0.0599944,-0.0082543043573637,13.1516966067864,8.05459753493014e-07,2.8121230738523e-07,42.0239010011976,0.0339908,51.6486758666667,9.02283263473054,3.73814,0.040107286277445,0.181266666666667,0,-1,-1,0,train,-1.84196410086798,-1.13675888320772,2.21932740146499,1.18966632277585,0.948807076373273
595,-1.46550108796296,0.635189953073531,-1.59137241382462,0.321858807060185,0.716856016666667,53.5629333333333,55.4237,50.0093,50.2664224537037,50.0269,1.64776666666668,2.29727833333333,6.45824406828704,1.22725,185.376847685185,1607.493,5.15271666666e-05,0.237223,38.3804003333333,0.0001259604156249,0.0001556955333333,2.16840583333333,0.0377800333333333,-0.0535677666666666,20.5019716933333,0.903952633333333,0.0301217,-0.0049611518573637,13.9456018518519,8.49529038773148e-07,2.96127111111111e-07,43.6445563078704,42.0841333333333,2.76526666666668,9.2204972974537,0.0258666666666655,0.0424617342592592,0.0030100000000001,0,-1,-1,0,train,-5.24968296327639,-1.4086233124802,1.67878387153454,0.913070339797132,0.0652634945526632
602,-1.46876042071759,-0.67426030792184,-2.71571408049128,0.168078832199653,0.646640951,54.8782,56.5538333333333,50.00735,51.2142845486111,50.0367666666667,14.128,2.96987,6.65433334490741,2.07769333333333,89.2811306328125,1413.09042,0.0005594535333332,0.335568,712.118001,0.0001783883637818,0.0076816023399999,2.24069433333333,0.0284677999999999,-0.03320955,0.756662066666667,0.236356015833333,0.0240096333333333,-0.0049630693573637,14.0104166666667,7.90195213315218e-07,2.9843908912037e-07,43.7764195601852,42.511775,2.63265833333333,9.22148665509259,0.0200466666666656,0.0386192975090579,0.0003375000000001,0,-1,-1,0,train,-5.09959765085944,-1.74565000816939,1.92369753731221,0.613124695280734,-0.808576226044223
609,-1.35672658969907,-0.537341542615127,-2.77713421382462,0.325071997749132,1.6741891,54.6449333333333,55.0202,37.40805,52.611230005787,49.9245,66.5145,3.83105833333333,6.73135943287037,2.48518833333333,110.601038145544,1736.90629603333,0.0009987389033333,0.204424733333333,1030.76204993333,0.0006895064297453,0.00988505084,4.45196125,0.0401676666666666,-0.1661118225,4.89849639166667,4.892619825,0.0177473499999999,-0.0049646076906971,13.6082175925926,8.52430024305555e-07,2.96761810185185e-07,43.7414075231481,42.68055,2.01095,9.2211603587963,0.0200824999999991,0.0430675205439814,0.0003366666666666,0,-1,-1,0,train,-3.77712010087274,-1.73550894654097,2.45938195555878,-0.0219075592626961,-1.13561574271024
616,-1.31597986631944,-1.34708618422392,-2.75936528049128,0.1268549504375,0.772482379333333,54.27365,57.0034666666667,50.0161666666667,56.9708732638889,50.0241666666667,56.1980333333333,2.96511333333333,6.77934622974537,2.17466,65.7790385445602,1694.9189999,0.0036806209066665,0.412601666666667,994.946748333333,0.0008062802790248,0.184700530768333,2.00991166666667,0.0208659266666666,-0.0385322,14.8515635,0.340218621666666,0.0288835000000001,-0.0049671493573637,13.412037037037,8.46557851273148e-07,2.91782418402778e-07,43.7420321180556,42.7233333333333,2.63553333333333,9.22070285300926,0.0306566666666672,0.042873610474537,0.0002933333333339,0,-1,-1,0,train,-4.86258692918941,-1.47133563913208,1.78086579413845,0.300988888365563,-0.91659915820799
623,-1.33093448810764,-0.233238704449617,-2.75921684715795,0.337861207095486,1.62151562966667,55.2169,56.2253666666667,50.0118,54.0102692418982,50.0333,73.0663666666667,2.98301,6.77735591145833,2.879555,139.746009634259,1941.52074963333,0.0016069980625,0.1045939,1004.6085311,0.0008620555587413,0.0349240894733332,4.65235466666667,0.0215679266666666,-0.0358052333333333,0.3318814,0.3318814,0.0052248999999999,-0.0049657176906971,13.5734953703704,8.4799438425926e-07,2.95150450810185e-07,43.7837715856481,42.5385666666667,2.27889999999999,9.22159517361111,0.0174633333333336,0.0427877441550925,0.0003250000000001,0,-1,-1,0,train,-3.81793129412409,-1.22911350343682,2.57901972195014,0.308939538914279,-1.08008136688755
630,-1.50428436082176,2.26235587176566,-2.60392741382462,0.29994189119184,2.04085984666667,54.8963,54.9205,39.8563,52.5489743923611,46.9205,22.3806333333333,4.18654166666667,6.8198730005787,3.40454666666667,746.008438072917,7552.8644325,2.40111343821667,-0.564392,1937.064392,0.25392393332605,5.45206754260333,15.1753743333333,0.0289236133333333,-0.0369531666666666,3.11717606666667,1.4620583,0.0314452,-0.0049233576906971,14.4818181818182,8.4361831712963e-07,2.90597729166667e-07,46.3466289015151,42.6275,9.26463333333333,9.21853685227273,0.0511241666666677,0.0402929975757575,0.0501,0,-1,-1,0,train,-1.49867145914043,-0.502688951834639,4.07978929045759,0.100397851512645,-0.762008740856604
637,-1.50660710178571,0.899995300729781,-2.74906468049128,1.01507876984288,11.4827645666667,53.0113,54.7184333333333,47.6412333333333,52.2633433449074,50.00075,27.43555,4.44730833333333,6.80638355613426,4.44730833333333,435.139052622106,4495.336197,0.6786643715,0.0957469999999999,1119.44706533333,0.179881441520651,3.256746580595,9.3896695,0.716061166666667,-0.149166015,1135.5655549,151.361147033333,0.727037233333333,-0.0049587943573638,14.9325810185185,8.43377053273809e-07,2.98604324363426e-07,47.5318411747685,42.9364666666667,27.6504583333333,9.22575508680556,0.129959999999999,0.037810878845238,0.1076,0,-1,-1,0,train,-0.815594541991875,-0.754472593838808,4.95338794760133,0.397579950901593,-1.87931478216061
644,-1.45120494849537,-0.564297838174499,-2.70234408049128,0.20844219303487,10.3811150733333,54.4403333333333,58.11485,50.0046666666667,57.0694799349882,50.00965,72.0866833333333,3.9649,6.75532329491726,2.780745,166.630838616135,4103.52377866667,0.0465220379,-0.381663,608.596096333333,0.0065742172627245,0.790706983273333,13.6183651666667,0.028571865,-0.0432891,5.6609548,0.127172233333333,0.0290936666666666,-0.0049565218573637,13.4205653021443,8.5568351754386e-07,2.88102376218324e-07,45.0880128167641,42.7882,8.94753333333333,9.22395002436647,0.021276666666667,0.0385487575520833,0.0395274999999997,0,-1,-1,0,train,-2.55417710697205,-1.06681961052754,3.16808110956843,0.597187496508255,-1.43467999602687
